s1,s2,t,x,y
"([0], [0])","([3], [3])",460.607,"(137.24933791957693, 106.41589628706038)","(143.93792929209386, 175.09227205104432)"
"([0], [0])","([3], [3])",461.307,"(137.24933791957693, 106.28080085619865)","(143.92281529277574, 174.80593115099919)"
"([0], [0])","([3], [3])",462.007,"(137.24933791957693, 106.26796123463502)","(143.91545669053605, 174.8141690487473)"
"([0], [0])","([3], [3])",462.707,"(137.1996732940349, 106.25605913645298)","(143.91202347456104, 174.81941549971984)"
"([0], [0])","([3], [3])",463.407,"(136.96630800559512, 106.2548802345228)","(143.88936262729123, 174.83655062150183)"
"([0], [0])","([3], [3])",464.107,"(136.57487131654148, 106.24751488144216)","(143.80591794427536, 174.84050745821716)"
"([0], [0])","([3], [3])",464.807,"(136.3445657570349, 106.18958239194046)","(143.7322590504208, 174.7816786477899)"
"([0], [0])","([3], [3])",465.507,"(136.3452501680507, 106.18288396800537)","(143.713757367232, 174.78612214358887)"
"([0], [0])","([3], [3])",466.207,"(136.314409052475, 106.17414076582963)","(143.68896324320636, 174.78572067051329)"
"([0], [0])","([3], [3])",466.907,"(136.15679366928617, 106.17090754578886)","(143.6132394730822, 174.78815719585543)"
"([0], [0])","([3], [3])",467.607,"(136.16113211918264, 105.72041023615687)","(143.60095627160442, 174.42513897340734)"
"([0], [0])","([3], [3])",468.307,"(136.1647339895014, 105.70386678186206)","(143.5930868491947, 174.4416812088691)"
"([0], [0])","([3], [3])",469.007,"(135.8745237233809, 105.68660724670428)","(143.40273712311551, 174.45311133631023)"
"([0], [0])","([3], [3])",469.707,"(135.88248171955064, 105.60603393527921)","(143.39046911177945, 174.42164476027662)"
"([0], [0])","([3], [3])",470.407,"(135.823430799274, 105.58014772928831)","(143.32540802896193, 174.42145656188362)"
"([0], [0])","([3], [3])",471.107,"(135.82524891255113, 105.30152209008294)","(143.31302373074877, 174.2915129813588)"
"([0], [0])","([3], [3])",471.807,"(135.82999109757776, 105.16640763565869)","(143.3082316951292, 174.24326389651023)"
"([0], [0])","([3], [3])",472.507,"(135.8096134454698, 105.13487600827301)","(143.28136029288956, 174.24088844186727)"
"([0], [0])","([3], [3])",473.207,"(135.66639217575567, 104.85947617302376)","(143.1111490161394, 174.15681620548838)"
"([0], [0])","([3], [3])",473.907,"(135.4689164164849, 104.24408889130945)","(142.8276229025965, 174.02247575609312)"
"([0], [0])","([3], [3])",474.607,"(135.48190024218155, 104.23947069708262)","(142.8185429861017, 174.03483408404307)"
"([0], [0])","([3], [3])",475.307,"(135.4464264232545, 103.8443110441119)","(142.7326836998996, 173.98852608076066)"
"([0], [0])","([3], [3])",476.007,"(135.44481522918508, 103.18319945452454)","(142.70805242983698, 173.9662576646367)"
"([0], [0])","([3], [3])",476.707,"(135.31189864424672, 102.8574768865437)","(142.40718833996368, 173.9770517364298)"
"([0], [0])","([3], [3])",477.407,"(135.32458544475466, 101.88887900864668)","(142.40397815368763, 174.0752912313019)"
"([0], [0])","([4], [4])",478.107,"(135.26711771860988, 100.81652651798758)","(142.23125206323033, 174.2964858367879)"
"([0], [0])","([4], [4])",478.807,"(135.24303110570693, 99.08966187497134)","(142.13506676508243, 174.8307735912967)"
"([0], [0])","([4], [4])",479.507,"(135.24840335135556, 97.70620705091994)","(142.13373573152847, 175.36858681199604)"
"([0], [0])","([4], [4])",480.207,"(135.1488096778978, 97.16769652642783)","(141.56119420823325, 175.55524935558964)"
"([0], [0])","([5], [5])",480.907,"(135.1243231147265, 96.05531395518571)","(141.24921721229398, 175.85296200154022)"
"([0], [0])","([5], [5])",481.607,"(135.1357653375298, 95.7707528782231)","(141.2450916000369, 175.9114751965762)"
"([0], [0])","([4], [4])",482.307,"(135.1276740048119, 95.24395241984962)","(140.96760521053946, 176.0150642858807)"
"([0], [0])","([4], [4])",483.007,"(135.16735845692693, 94.98952994417505)","(140.51542638800152, 176.0684518969908)"
"([0], [0])","([3], [3])",483.707,"(135.22588799111332, 94.33171844790915)","(140.00084196702363, 176.18253549963984)"
"([0], [0])","([2], [2])",484.407,"(135.3296269143835, 94.17717647126973)","(139.57661454996384, 176.2175008093042)"
"([0], [0])","([2], [2])",485.107,"(135.44043858733465, 93.54158840906906)","(139.1515320061882, 176.38133942006684)"
"([0], [0])","([2], [2])",485.807,"(135.6470892387627, 93.43111676768967)","(138.55541763280382, 176.41878182959815)"
"([1], [1])","([2], [2])",486.507,"(135.96624054000506, 92.74703298506712)","(137.79349278900125, 176.65238193093796)"
"([1], [1])","([2], [2])",487.207,"(136.2671529721681, 92.43774816870398)","(137.18825559229896, 176.78342331227913)"
"([1], [1])","([2], [2])",487.907,"(136.74128084214635, 91.88374216803628)","(136.35218367332624, 177.03530483448063)"
"([1], [1])","([2], [2])",488.607,"(137.03286666199517, 91.43606069532157)","(135.8757438315664, 177.28966407015776)"
"([1], [1])","([2], [2])",489.307,"(137.5308000460119, 90.64249015660629)","(135.0639394416667, 177.786879870271)"
"([1], [1])","([2], [2])",490.007,"(137.71163084300548, 90.4593901877928)","(134.78623627490666, 177.9198508534966)"
"([1], [1])","([2], [2])",490.707,"(137.92186391884889, 89.37191475035529)","(134.46742459998842, 178.75229659294112)"
"([1], [1])","([2], [2])",491.407,"(138.13943364046597, 89.3102608070497)","(134.13136162215397, 178.80897626100548)"
"([1], [1])","([2], [2])",492.107,"(138.61616245970652, 88.24205261584979)","(133.40862908671127, 179.75069129793667)"
"([1], [1])","([2], [2])",492.807,"(138.7656183156729, 87.80856159768626)","(133.2058691074022, 180.15886182187336)"
"([1], [1])","([2], [2])",493.507,"(138.83450177721716, 87.19625393429484)","(133.1186258716171, 180.75058628150992)"
"([1], [1])","([2], [2])",494.207,"(139.03094363288272, 86.25097962668947)","(132.86788475695968, 181.65619420887546)"
"([1], [1])","([2], [2])",494.907,"(139.75741440384667, 86.15797464169292)","(132.0525399716555, 181.75058267150308)"
"([1], [1])","([2], [2])",495.607,"(139.75821708672837, 85.1284368869267)","(132.06633072097273, 182.7395795345879)"
"([1], [1])","([2], [2])",496.307,"(140.02823522559095, 85.11971305510566)","(131.81208847934312, 182.75057906316607)"
"([1], [1])","([1], [1])",497.007,"(140.75490840715824, 84.06677395378246)","(131.21190492319357, 183.74761621945757)"
"([1], [1])","([1], [1])",497.707,"(140.80911270279432, 83.65703742384319)","(131.17781659101755, 184.12412341356617)"
"([1], [1])","([1], [1])",498.407,"(141.77903104756328, 82.96883480381445)","(130.53749689366575, 184.7461502811276)"
"([1], [1])","([1], [1])",499.107,"(141.94372478939871, 82.05900958407814)","(130.44552262584426, 185.52006541518415)"
"([1], [1])","([1], [1])",499.807,"(142.4951184727695, 81.79703410366466)","(130.14927339539705, 185.73923337164422)"
"([1], [1])","([1], [1])",500.507,"(143.2743909763208, 80.88799376780742)","(129.78697207351578, 186.454044437923)"
"([1], [1])","([1], [1])",501.207,"(143.77126913325975, 80.64453522714948)","(129.58691513529735, 186.6373679875191)"
"([1], [1])","([1], [1])",501.907,"(144.68661181879187, 79.65468517328459)","(129.24623172413735, 187.3404282150432)"
"([1], [1])","([1], [1])",502.607,"(145.9526695554486, 79.29237397459187)","(128.83938507789452, 187.58582677840738)"
"([1], [1])","([1], [1])",503.307,"(146.26995996679057, 78.33647706657621)","(128.75642686888517, 188.1854677719961)"
"([1], [1])","([0], [0])",504.007,"(147.37285101642854, 77.8373885605252)","(128.4653211040409, 188.47623623847508)"
"([1], [1])","([0], [0])",504.707,"(147.88553467969274, 76.9169288531426)","(128.33923591005575, 188.9785091281195)"
"([1], [1])","([0], [0])",505.407,"(148.6755443745156, 75.92668873113719)","(128.14691882692762, 189.44144958907717)"
"([1], [1])","([0], [0])",506.107,"(149.91997935452497, 75.32713570679189)","(127.85494936017335, 189.69723599809743)"
"([1], [1])","([0], [0])",506.807,"(150.02369899282508, 74.36295079380831)","(127.83604729965342, 190.0736404573495)"
"([1], [1])","([0], [0])",507.507,"(151.12121233425682, 73.66839003678865)","(127.59553643165592, 190.30733101071957)"
"([1], [1])","([0], [0])",508.207,"(151.80293644048936, 72.75469345381717)","(127.45122499167763, 190.57976218831823)"
"([3], [3])","([0], [0])",508.907,"(152.52727987063562, 71.97171906743397)","(127.29801881934941, 190.78708919983552)"
"([3], [3])","([0], [0])",509.607,"(153.41826137972868, 70.90090596982938)","(127.10885164949806, 191.01186101652354)"
"([3], [3])","([0], [0])",510.307,"(153.7774997147885, 69.5190677231796)","(127.03566908325561, 191.2016691864173)"
"([3], [3])","([0], [0])",511.007,"(154.61284599610727, 68.63615438369298)","(126.84982064903087, 191.28553041264522)"
"([3], [3])","([0], [0])",511.707,"(155.1737608562691, 67.50027596604667)","(126.7246837779322, 191.3363014230952)"
"([3], [3])","([0], [0])",512.407,"(66.47805661137951, 156.16976765593412)","(191.3322137740533, 126.4934824611658)"
"([3], [3])","([0], [0])",513.107,"(65.42201970136765, 156.86123068402395)","(191.27646987702732, 126.32898932435037)"
"([3], [3])","([0], [0])",513.807,"(64.30740178568118, 157.4197855990015)","(191.1618523108459, 126.18938703891962)"
"([3], [3])","([0], [0])",514.507,"(63.12313978908915, 158.50738106482575)","(190.97758841371268, 125.9008660377925)"
"([3], [3])","([0], [0])",515.207,"(61.628067516812294, 159.15824516839854)","(190.62697204919445, 125.71942708106619)"
"([3], [3])","([0], [0])",515.907,"(60.01256973644024, 159.61632307115138)","(190.1422431238999, 125.5855549896271)"
"([3], [3])","([0], [0])",516.607,"(58.6174331022402, 160.32813369245102)","(189.59281188695866, 125.37121994770067)"
"([3], [3])","([0], [0])",517.307,"(56.659387081800276, 161.00431852107187)","(188.64836564684978, 125.16447273928009)"
"([3], [3])","([0], [0])",518.007,"(54.85656393439439, 161.79196088574048)","(187.57148688903413, 124.89641636453442)"
"([3], [3])","([0], [0])",518.707,"(53.142400614786496, 162.58692581627682)","(186.34149772380604, 124.60795991631474)"
"([2], [2])","([0], [0])",519.407,"(51.34758465831175, 163.37107353182097)","(184.80640814186077, 124.31427969296487)"
"([2], [2])","([0], [0])",520.107,"(49.30847963953235, 163.78736547118567)","(182.7189444732782, 124.15787037918412)"
"([2], [2])","([0], [0])",520.807,"(47.29433617187071, 164.71732358390602)","(180.22834329149282, 123.77122776917409)"
"([2], [2])","([0], [0])",521.507,"(45.3537903538873, 165.6359250532556)","(177.31467838606815, 123.36270655025555)"
"([2], [2])","([0], [0])",522.207,"(44.212015887118696, 165.99582392174602)","(175.3136419187719, 123.2106834121571)"
"([2], [2])","([0], [0])",522.907,"(42.258931414068066, 166.747920629582)","(171.16329929579004, 122.84610027194131)"
"([2], [2])","([0], [0])",523.607,"(41.249337919576924, 167.6304073927949)","(168.5070821251728, 122.39418520495602)"
"([2], [2])","([0], [0])",524.307,"(40.24940571042334, 167.99546288082405)","(165.28116876836776, 122.21486858639821)"
"([2], [2])","([0], [0])",525.007,"(39.48096652193501, 168.7505871103602)","(162.04311546929412, 121.79495721759315)"
"([2], [2])","([0], [0])",525.707,"(39.2135420970276, 169.73893773639787)","(160.63427145066478, 121.21792038961743)"
"([2], [2])","([0], [0])",526.407,"(38.697210101428674, 169.75064174904455)","(156.52790723031038, 121.21558706864147)"
"([2], [2])","([1], [1])",527.107,"(38.56118673016637, 170.75060598989563)","(152.83683452556258, 120.59476500241789)"
"([2], [2])","([1], [1])",527.807,"(38.85472783935916, 171.75027451953767)","(148.25253028450263, 119.93443782398967)"
"([2], [2])","([1], [1])",528.507,"(39.81728313687233, 171.75066208042307)","(143.3266741230064, 119.93923905388277)"
"([2], [2], [2], [2])","([1], [1], [1], [1])",529.207,"(45.63180016805222, 45.3605750754232, 44.59790903373603, 172.75066208042307)","(130.7525133465092, 131.18553150633971, 132.4330570079389, 119.23456257816915)"
"([2], [2])","([1], [1])",529.907,"(49.6886216447065, 173.7488912470924)","(124.4572024135096, 118.47856279492606)"
"([2], [2])","([1], [1])",530.607,"(51.16765675167018, 173.75066208042307)","(121.9778912578609, 118.48430848353931)"
"([2], [2])","([1], [1])",531.307,"(52.3075750419143, 174.75063265002905)","(119.83797295733055, 117.68793004499722)"
"([2], [2])","([1], [1])",532.007,"(53.77994086732398, 175.6869729284024)","(116.54325466459171, 116.89160333739916)"
"([2], [2])","([1], [1])",532.707,"(54.46551909911828, 175.75064771656096)","(114.68002891041279, 116.84769045929563)"
"([2], [2])","([1], [1])",533.407,"(54.924483660058186, 176.74559651409746)","(113.22106434947288, 115.952767270721)"
"([2], [2])","([1], [1])",534.107,"(55.32533069305106, 177.27093753494404)","(111.82021731648003, 115.45538062535114)"
"([2], [2])","([1], [1])",534.807,"(55.66372910116809, 177.75056800809384)","(110.48181890836298, 115.00248880391659)"
"([2], [2])","([1], [1])",535.507,"(55.95579999091542, 178.54792527792597)","(109.18974796717713, 114.18908677990929)"
"([2], [2])","([1], [1])",536.207,"(56.231184983028456, 178.7505534850341)","(107.91328459672435, 113.99543304933216)"
"([2], [2])","([1], [1])",536.907,"(56.50980404759184, 179.70208366884725)","(106.52174412191872, 112.967947995666)"
"([2], [2])","([1], [1])",537.607,"(56.916458491449276, 179.7983419204506)","(104.35040564505836, 112.87251461850525)"
"([2], [2])","([1], [1])",538.307,"(57.17260596690127, 180.68150199070726)","(102.97365577288015, 111.86396227836173)"
"([2], [2])","([1], [1])",539.007,"(57.40992073112389, 180.94512766473724)","(101.7356285281836, 111.56705481400095)"
"([2], [2])","([1], [1])",539.707,"(57.65443103732031, 181.65039582121813)","(100.49108118146633, 110.70680321072321)"
"([2], [2])","([1], [1])",540.407,"(57.91418228122008, 182.1259937146956)","(99.22316222320198, 110.12607645212248)"
"([2], [2])","([1], [1])",541.107,"(58.42906939571233, 182.7219999942294)","(97.05312799323211, 109.3468327246343)"
"([2], [2])","([1], [1])",541.807,"(58.92023488138082, 183.04924254712012)","(95.23130451193555, 108.93696423580886)"
"([2], [2], [2], [2])","([1], [1], [1], [1])",542.507,"(113.64617122851712, 99.48464360557415, 59.379739846678746, 183.70933995713233)","(66.24937128812137, 68.71618569441844, 93.76580816285232, 108.01838862884449)"
"([2], [2], [2], [2])","([1], [1], [1], [1])",543.207,"(118.1844981268085, 91.06148472303862, 59.915882849135755, 183.96904006741894)","(65.24933791957692, 70.21954942961936, 92.22966516039531, 107.66770078715933)"
"([2], [2], [2], [2])","([1], [1], [1], [1])",543.907,"(122.24072671693477, 86.14562325526829, 60.61959126838741, 184.47747872491948)","(64.24933791957692, 71.36954010534672, 90.52082642997517, 106.92469073972607)"
"([2], [2], [2], [2])","([1], [1], [1], [1])",544.607,"(126.00979332019574, 80.91582051703703, 62.93191439895678, 184.88375744258008)","(63.24946286639867, 72.97679752957524, 86.21363542538354, 106.32778152087995)"
"([2], [2], [2], [2])","([1], [1], [1], [1])",545.307,"(128.29515263101422, 74.11019471762071, 67.38292689390511, 185.34088532796903)","(62.61932931642791, 76.02689719010853, 80.89343673257859, 105.61432121972024)"
"([2], [2])","([1], [1])",546.007,"(129.6124392289176, 185.75555531048076)","(62.24766523677441, 104.97091519826192)"
"([2], [2])","([1], [1])",546.707,"(132.6220985374645, 186.18284988081967)","(61.414703022126574, 104.26116640895074)"
"([2], [2])","([1], [1])",547.407,"(133.6771198382415, 186.61369391769006)","(61.115372579508644, 103.51051606914048)"
"([2], [2])","([1], [1])",548.107,"(136.01396775148103, 186.83733477721123)","(60.49564428439429, 103.14270283539338)"
"([2], [2])","([1], [1])",548.807,"(137.56640616201113, 187.47654436285433)","(60.089695217982225, 101.9232969979035)"
"([2], [2])","([1], [1])",549.507,"(139.37864772791517, 187.6583485410754)","(59.65602031106859, 101.57908162463104)"
"([2], [2])","([1], [1])",550.207,"(140.9999232969217, 188.02026108053678)","(59.287420682985044, 100.87677531953135)"
"([2], [2])","([2], [2])",550.907,"(142.9179997332418, 188.45881249855222)","(58.89662100937525, 99.87526277640768)"
"([1], [1])","([2], [2])",551.607,"(144.36887095551094, 188.73360379595192)","(58.64910775977762, 99.23644604302925)"
"([1], [1])","([2], [2])",552.307,"(146.37239272128335, 188.96253779372904)","(58.3626529827381, 98.69345617471639)"
"([1], [1])","([2], [2])",553.007,"(189.33654032363665, 147.86063079586762)","(97.60203459517871, 58.197080559752806)"
"([1], [1])","([2], [2])",553.707,"(150.16558518883744, 189.6520256599831)","(58.05663568006007, 96.55369414521378)"
"([1], [1])","([1], [1])",554.407,"(152.41402357655937, 189.79194035047595)","(58.068436772176824, 96.10125722979858)"
"([1], [1])","([1], [1])",555.107,"(190.05021761740198, 155.4136176224886)","(94.95554483519959, 58.34064371746253)"
"([1], [1])","([1], [1])",555.807,"(190.23702927185772, 159.4978536657122)","(93.37966819245045, 59.207965700893766)"
"([1], [1], [1], [1])","([1], [1], [1], [1])",556.507,"(190.28867866987375, 183.5642757589199, 182.0191830626648, 181.73653407089807)","(92.49508342155906, 77.04787106863891, 75.15893631103468, 74.83298563180722)"
"([1], [1])","([1], [1])",557.207,"(190.16047486067245, 187.17466160415324)","(90.20860046958012, 82.31024224364859)"
(),(),557.907,(),()
(),(),557.914,(),()
(),(),627.914,(),()
