s1,s2,t,x,y
"([3], [3], [3], [3], [3], [4], [9], [9], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [11], [11], [11], [15], [15], [19], [19], [20], [20], [20], [20], [20], [20], [21], [21], [21], [24], [24], [26], [26])","([16], [16], [25], [26], [26], [13], [20], [20], [2], [2], [2], [2], [2], [2], [27], [27], [27], [27], [28], [28], [28], [28], [28], [28], [20], [20], [20], [27], [27], [42], [42], [39], [39], [39], [39], [39], [39], [43], [43], [43], [39], [39], [39], [39])",4.202,"(107.42944232521614, 83.10797172892387, 195.54234394348464, 223.52788072130693, 250.78030645616798, 71.53788079191196, 125.38979599334391, 158.33286639987404, 261.8475205835804, 269.15337852162037, 181.00277415361086, 241.7718460675669, 368.04471838577496, 411.8415143362598, 401.2742269589541, 420.68321322335805, 375.4676137258652, 437.97933035673896, 331.0553884399556, 305.34939825982366, 298.9202434451437, 334.1584856637402, 381.06755908616424, 399.61334218886236, 195.00243397723307, 181.01766517399994, 186.64320282217818, 469.14976453726695, 461.8676964948477, 475.03220287869124, 476.24079319742475, 554.0173015762066, 532.9923888183773, 536.5834814565266, 577.7362978421054, 20.15848566374018, 5.344030725303128, 49.41316075396139, 506.53322368857107, 567.4471379865885, 27.883289931255376, 54.51489828397246, 42.02855445599164, 50.272745286900545)","(211.6936099936479, 162.65538190352237, 84.46013503310948, 165.8439825429886, 149.8196536636216, 37.08884532126456, 474.86837517895754, 453.2386062033411, 224.96128203818108, 268.3050156668221, 320.6514453686984, 350.0472598250863, 279.87699211085913, 255.60431978087507, 192.82855163507486, 315.96975805819426, 507.545908162326, 467.8453536300881, 397.859816442522, 403.6777157095204, 446.7802577646023, 410.33597841577546, 419.4058642330099, 437.0567817584605, 470.25447429261374, 509.30840192159053, 596.6277112590186, 507.0141955463755, 532.393477434428, 23.03498416119544, 49.8622261317804, 529.6586136391958, 583.8415143362598, 11.649316928178223, 14.5964082714612, 8.92991328813389, 553.9623480942208, 82.38602574539246, 110.73316316690605, 165.30498732605867, 331.83535921198734, 438.6608686816513, 314.11341871885867, 310.8415975163681)"
"([3], [3], [3], [3], [3], [4], [9], [9], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [11], [11], [11], [15], [15], [19], [19], [20], [20], [20], [20], [20], [20], [21], [21], [21], [24], [24], [26], [26])","([14], [14], [21], [22], [22], [13], [18], [18], [2], [2], [2], [2], [2], [2], [23], [23], [23], [23], [25], [25], [25], [25], [25], [25], [18], [18], [18], [23], [23], [35], [35], [32], [32], [32], [32], [32], [32], [36], [36], [36], [32], [32], [32], [32])",4.222,"(107.41359593437465, 83.06130654320432, 195.53483276745425, 223.53877777066612, 250.77125058772543, 71.52541591901232, 125.39392221997718, 158.33674514076824, 261.8444118805547, 269.1239950280925, 180.79404639110362, 241.77772637426193, 368.0502644097145, 411.8415143362598, 401.2627971918177, 420.6712525401057, 375.4460318365451, 437.99162002923435, 331.0058545779643, 305.3581573872318, 298.9337568825031, 334.1584856637402, 381.0693970440939, 399.60312327024957, 194.99128027086, 181.01852425096826, 186.65338004105354, 469.14141584233937, 461.86881314442667, 475.19576491648684, 476.2450841510997, 554.0163116104297, 532.9876626443073, 536.576941248389, 577.7423688974212, 20.15848566374018, 5.35713576189039, 49.4098748300064, 506.52306717537385, 567.4367628624278, 27.8951346147976, 54.52309988836146, 42.01437683429094, 50.28039783321094)","(211.6752732697222, 162.27983411757117, 84.45557294190888, 165.84148963937622, 149.82261945018575, 37.09287467872343, 474.8697794652941, 453.24396371235866, 224.95607231744344, 268.27642990639237, 320.82889472408004, 350.0487635832744, 279.88495538492936, 255.70315762731525, 192.82835577207334, 315.96571030618196, 507.5328001121336, 467.84540037430077, 397.8323876826169, 403.6653794506225, 446.79377541861265, 410.42463353446874, 419.41176152657454, 437.06108488214977, 470.2507053298373, 509.29712927519574, 596.6444457907119, 507.01536950891125, 532.3765713382888, 23.205675481030312, 49.88023984748111, 529.6445587903477, 583.8415143362598, 11.640230039271614, 14.60247932677703, 8.937305714974059, 553.9580459906707, 82.37752048103874, 110.7450751751177, 165.2735042422466, 331.8345753582878, 438.68150893518157, 314.12760087092045, 310.8443657445465)"
"([3], [3], [3], [3], [3], [4], [9], [9], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [11], [11], [11], [15], [15], [17], [17], [18], [18], [18], [18], [18], [18], [19], [19], [19], [22], [22], [24], [24])","([15], [15], [22], [25], [25], [12], [19], [19], [2], [2], [2], [2], [2], [2], [29], [29], [29], [29], [30], [30], [30], [30], [30], [30], [19], [19], [19], [29], [29], [39], [39], [36], [36], [36], [36], [36], [36], [41], [41], [41], [36], [36], [36], [36])",4.242,"(107.3978240326968, 83.06656438857033, 195.52727479698024, 223.54964886425893, 250.76247483184557, 71.50703182813731, 125.39805198250247, 158.34068224457673, 261.84129032633166, 267.4064680577743, 180.79276537187076, 241.8570318197518, 368.0558104253665, 411.8415143362598, 401.36633001861776, 420.65929323970533, 375.42434231110735, 438.0040012048413, 330.98902787709767, 304.92617162657245, 298.9470350370035, 334.1584856637402, 381.0712008884883, 399.5927144232524, 194.97681875429635, 181.01937725406304, 186.66355825849706, 469.13311270989914, 461.83404320925763, 475.199384555905, 476.24938808117463, 554.0153316823164, 532.98299131253, 536.5704129748224, 577.748343322769, 20.15848566374018, 5.370266413969603, 49.406616396299796, 506.51281692652617, 567.427105046444, 27.906834005747783, 54.53102557891191, 42.07753373393473, 50.290848947890936)","(211.65702274127426, 162.2789365589395, 84.45098242899138, 165.83900267363032, 149.8254935002058, 37.1528341538293, 474.87107111259843, 453.24940183512376, 224.95084106002366, 267.4101696844988, 320.82154087167663, 349.9267648521792, 279.89291864709986, 255.80227739820458, 192.71391774835695, 315.9616630221564, 507.5196266877002, 467.84562819895916, 397.79507470690726, 403.8836332553142, 446.8070577163477, 410.51432752599277, 419.41754936304665, 437.065467983512, 470.25942892162584, 509.28593632902687, 596.6611819643637, 507.0165370646189, 532.4053071356631, 23.19442713239323, 49.89830803899213, 529.6306464492952, 583.8415143362598, 11.63129006736358, 14.608453752124774, 8.944599088081418, 553.9537354781017, 82.36908637226637, 110.75709712064895, 165.2573195477728, 331.8338011197152, 438.7014548207185, 314.139081961626, 310.8443259933547)"
"([3], [3], [3], [3], [3], [4], [9], [9], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [11], [11], [11], [15], [15], [17], [17], [18], [18], [18], [18], [18], [18], [19], [19], [19], [22], [22], [24], [24])","([17], [17], [24], [25], [25], [14], [21], [21], [2], [2], [2], [2], [2], [2], [30], [30], [30], [30], [31], [31], [31], [31], [31], [31], [21], [21], [21], [30], [30], [41], [41], [38], [38], [38], [38], [38], [38], [43], [43], [43], [38], [38], [38], [38])",4.262,"(107.38207992510343, 83.07209165708119, 195.51967037918007, 223.56049446370082, 250.75397448762573, 71.49457663798884, 125.39761371454955, 158.3446154784595, 261.8381564015224, 267.34923280373954, 180.7915199155949, 241.86272908118423, 368.0613562775015, 411.88094737308853, 401.3561071615172, 420.64733633693527, 375.4025470930359, 438.01652681566384, 330.6233660363235, 304.9363507860439, 298.96007903683596, 334.1584856637402, 381.0729710944944, 399.58211919438753, 194.96547355117855, 181.02022417387235, 186.67373761110724, 469.12485525529087, 461.8343138518255, 475.20304461654837, 476.2537046688924, 554.0143615704852, 532.9783751493849, 536.5639391211067, 577.7542218663986, 20.15848566374018, 5.383422051094271, 49.403385351193265, 506.5024740423562, 567.4174082010671, 27.91838927477943, 54.5386776028879, 42.063289907946455, 50.30142661872151)","(211.63880437487882, 162.28114702589852, 84.44636370518683, 165.8365215401476, 149.82827735322195, 37.15580103942966, 474.87753548304545, 453.2549240307487, 224.94558907135365, 267.36873294527817, 320.8143911729111, 349.9280355732262, 279.900881674484, 256.272751237293, 192.71214419668422, 315.95761654954043, 507.506389069427, 467.8462416161127, 397.7757862437968, 403.8699063285624, 446.8201057863507, 410.60501726212743, 419.4232292669876, 437.06992956913086, 470.25682531719053, 509.27482320658555, 596.6779200045845, 507.01769819727906, 532.3895135375657, 23.183053171234974, 49.91642936814958, 529.6168734730253, 583.8415143362598, 11.622298805632454, 14.614332295754366, 8.951793625602704, 553.949416763476, 82.36072315596994, 110.7692277129863, 165.2410694473312, 331.83303641879706, 438.7207119937533, 314.153320276109, 310.8442857608021)"
"([3], [3], [3], [3], [3], [4], [9], [9], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [11], [11], [11], [15], [15], [17], [17], [18], [18], [18], [18], [18], [18], [19], [19], [19], [22], [22], [24], [24])","([15], [15], [25], [28], [28], [14], [21], [21], [2], [2], [2], [2], [2], [2], [31], [31], [31], [31], [32], [32], [32], [32], [32], [32], [21], [21], [21], [31], [31], [44], [44], [41], [41], [41], [41], [41], [41], [47], [47], [47], [41], [41], [41], [41])",4.282,"(107.38599350089913, 83.07742644899457, 195.51201987717025, 223.57131501742782, 250.74574492960068, 71.48189869304991, 125.40156994138465, 158.18864774966346, 261.8350105811559, 267.2924230674466, 180.7903096669441, 241.8685287014194, 368.06687335765423, 411.92810278862197, 401.34606509972133, 420.6353828464303, 375.38064814898894, 438.0291119405865, 330.5923107907725, 304.9462597178518, 298.97288999474483, 334.1584856637402, 380.8054433449348, 399.47737549070723, 194.9540627410459, 181.02106500047137, 186.68391821986307, 469.1166435966611, 461.83458230428994, 475.20674526685207, 476.2580335989519, 553.8878457526612, 532.9738144684909, 536.5574981975639, 577.7600052675656, 20.15848566374018, 5.396602023687933, 49.40018159713259, 506.4920396169757, 567.4076728856519, 27.92980157516149, 54.17689204539204, 42.04877974308022, 50.312127146691864)","(211.63178704548875, 162.28306186931297, 84.44171699104282, 165.8340461363402, 149.83097252406884, 37.15882098628174, 474.87883422779896, 453.32128720490687, 224.94031714751128, 267.3276042691211, 320.8074435879559, 349.9293291244499, 279.90880338953656, 256.86818229360233, 192.71040201098026, 315.9535712317082, 507.4930884517901, 467.8468579478523, 397.74419657076925, 403.8565438125809, 446.8329207417131, 410.6966593912346, 419.28769145541094, 436.90962915952446, 470.2542066566376, 509.2637900381053, 596.6946601103017, 507.0188528902785, 532.3738477449907, 23.171553074128724, 49.93460251129818, 529.8662426834521, 583.8415143362598, 11.613353279226203, 14.620115696921403, 8.958889546330738, 553.9450900600359, 82.35243057964024, 110.781465668907, 165.22475487829558, 331.8322811792129, 438.6195985491339, 314.16782482641287, 310.8442450609578)"
"([3], [3], [3], [3], [3], [4], [9], [9], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [11], [11], [11], [15], [15], [17], [17], [18], [18], [18], [18], [18], [18], [19], [19], [19], [22], [22], [24], [24])","([15], [15], [25], [26], [26], [12], [20], [20], [2], [2], [2], [2], [2], [2], [29], [29], [29], [29], [30], [30], [30], [30], [30], [30], [20], [20], [20], [29], [29], [40], [40], [37], [37], [37], [37], [37], [37], [42], [42], [42], [37], [37], [37], [37])",4.302,"(107.36971326976823, 83.08262889504869, 195.50432366941277, 223.58211096096755, 250.73778160648203, 71.43120281558683, 125.4054547065856, 158.1932456344682, 261.98622007429367, 267.2360602998792, 180.78913427371094, 241.8744295877076, 368.0722194369949, 411.97810617674077, 401.3362015059267, 420.6234293574315, 375.35864746836893, 438.0417570342886, 330.560888441287, 304.95589962302984, 298.9854690078363, 334.1584856637402, 380.8081789535622, 399.4675693215231, 194.94258825498036, 181.02189972344394, 186.69410019037304, 469.10847753104815, 461.83484857326016, 475.2104866926202, 476.2623745596113, 553.887108964688, 532.9693095709812, 536.5510897575994, 577.7656942566547, 20.15848566374018, 5.409805663293923, 49.397005040514955, 506.4815091805556, 567.3978996586613, 27.941197818230762, 54.13589171205183, 42.03408284377019, 50.322946878440575)","(211.61331632918836, 162.28512911157475, 84.43704251642717, 165.83157636257278, 149.83358050328818, 37.60756454064301, 474.88010951322474, 453.3259825098022, 224.71546154699325, 267.28679918594594, 320.80069609491994, 349.9306452621227, 279.91647957259215, 257.672639812471, 192.7086907874837, 315.94952591438573, 507.47972604307984, 467.8474772164449, 397.7122334763421, 403.8435440877368, 446.84550367988334, 410.7858934125008, 419.2941817710374, 436.91268861176036, 470.25157338312965, 509.252836960262, 596.7114024551688, 507.02000472467967, 532.3583093722431, 23.159926263671196, 49.95282615972428, 529.8511947124447, 583.8415143362598, 11.604452867888426, 14.625804686010497, 8.965887069612563, 553.9407555872211, 82.34420840099656, 110.79381623082463, 165.20837677654572, 331.8315270022643, 438.6251171051273, 314.1825866889896, 310.84420390771777)"
"([3], [3], [3], [3], [3], [4], [9], [9], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [11], [11], [11], [15], [15], [17], [17], [18], [18], [18], [18], [18], [18], [19], [19], [19], [22], [22], [24], [24])","([15], [15], [28], [29], [29], [14], [22], [22], [2], [2], [2], [2], [2], [2], [31], [31], [31], [31], [34], [34], [34], [34], [34], [34], [22], [22], [22], [31], [31], [47], [47], [44], [44], [44], [44], [44], [44], [49], [49], [49], [44], [44], [44], [44])",4.322,"(107.35351945618277, 83.08767199506255, 195.49712928403596, 223.59288271720493, 251.048763467021, 71.42041093200885, 125.40926873323173, 158.1926761677646, 261.98395853728675, 267.1801650580984, 180.78799338678516, 241.9976553826005, 368.07755782819424, 411.9694642736407, 401.3265140962777, 420.6114730326169, 375.3365470628868, 438.054462554961, 330.5291510209574, 304.9652717030578, 298.99781715740914, 334.1584856637402, 380.8108664190462, 399.42715881801405, 194.9308608143631, 181.022728331905, 187.1627663445583, 469.1003578397225, 461.83511266506616, 475.21426909750073, 476.2667272428089, 553.8863795559362, 532.964860745735, 536.5447133651558, 577.7712895553085, 20.15848566374018, 5.423032282822078, 49.39385559155039, 506.47072759497973, 567.3880890776906, 27.952720867388507, 54.142218589657205, 42.324114852470984, 50.33388220630479)","(211.59494365780836, 162.2871330361461, 84.42636836939016, 165.82911212210263, 149.85054847389503, 37.614122924756884, 474.88136157669385, 453.33269708305625, 224.71009092223744, 267.2463325784956, 320.79414668969184, 349.7347279432014, 279.92414471660834, 257.7064347059264, 192.70701012997108, 315.94547963736227, 507.4663030651359, 467.8480994443296, 397.67994988903945, 403.83090553379566, 446.85785568249787, 410.86817811498963, 419.3005578655751, 436.8667122353962, 470.2488820592207, 509.241964115888, 597.0695220230667, 507.02114655211653, 532.3428980499414, 23.148172107008804, 49.97109902016348, 529.8362974527889, 583.8415143362598, 11.595596965997743, 14.631399984664313, 8.972786415295218, 553.9364135705888, 82.33605638762697, 110.80646135158807, 165.1919360765067, 331.8307644335827, 438.64541759948827, 314.17873060015944, 310.84416231480367)"
"([3], [3], [3], [3], [3], [4], [9], [9], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [11], [11], [11], [15], [15], [17], [17], [18], [18], [18], [18], [18], [18], [19], [19], [19], [22], [22], [24], [24])","([14], [14], [27], [28], [28], [13], [21], [21], [2], [2], [2], [2], [2], [2], [30], [30], [30], [30], [31], [31], [31], [31], [31], [31], [21], [21], [21], [30], [30], [42], [42], [38], [38], [38], [38], [38], [38], [44], [44], [44], [38], [38], [38], [38])",4.342,"(107.33741273526294, 83.09255727878161, 195.489362121947, 223.60363069664368, 251.04382151039084, 71.40944815886704, 125.41301273693733, 158.197472921776, 261.9816887484035, 267.12475700733694, 180.78688666012704, 242.0028663746835, 368.0828882469221, 411.9606918194558, 401.31700062936943, 420.59952102110697, 374.2684435740984, 438.1326170659081, 330.49714969461814, 304.22515504121986, 299.00947901368863, 334.1584797768418, 380.8135064415947, 399.41694329300765, 194.91712880889503, 181.02355081452174, 187.17061702031896, 469.0922843144266, 461.83537458576336, 475.21809270346955, 476.27109134429713, 553.8856573573343, 532.9604682696053, 536.5389554625442, 577.7767918765571, 20.15848566374018, 5.4362811768043, 49.39073316412578, 506.4598665338559, 567.3104552129143, 27.964092609483032, 54.148351683630494, 42.994271230932554, 50.309915897697124)","(211.57666979730556, 162.2890742508862, 84.42173350758955, 165.82665332101942, 149.8530266714412, 37.62078516093641, 474.88259065312786, 453.3374953338176, 224.70470070119296, 267.20621868385416, 320.7877933857863, 349.7362723920863, 279.931798413329, 257.74074013044776, 192.70535964958378, 315.94143482005376, 507.2689674326715, 467.92830873744845, 397.6473978541877, 404.2074021056629, 446.8695182198983, 410.9485300668599, 419.30682140028887, 436.86905659062165, 470.25382174306844, 509.23117165369206, 597.084226849794, 507.02228188747904, 532.3276134246976, 23.136289914331996, 49.989419815365295, 529.8215474514102, 583.8415143362598, 11.584355769527974, 14.63690230591294, 8.979587803705499, 553.9320642417291, 82.3279743166371, 110.81919968479173, 164.13239304765148, 331.8300118780519, 438.66509631739416, 314.1459676015251, 310.8792205683141)"
"([3], [3], [3], [3], [3], [4], [9], [9], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [11], [11], [11], [15], [15], [17], [17], [18], [18], [18], [18], [18], [18], [19], [19], [19], [22], [22], [24], [24])","([16], [16], [25], [26], [26], [15], [18], [18], [2], [2], [2], [2], [2], [2], [29], [29], [29], [29], [30], [30], [30], [30], [30], [30], [18], [18], [18], [29], [29], [41], [41], [38], [38], [38], [38], [38], [38], [43], [43], [43], [38], [38], [38], [38])",4.362,"(107.32139377360744, 83.09728625995172, 195.48154968464956, 223.61435529766294, 251.06097066967476, 71.39831644489084, 125.41668742585102, 158.2023405608851, 261.97941107442966, 267.0698549246261, 180.7858137507402, 242.00837222509165, 367.9794570645807, 411.99684268455763, 401.30790443801135, 420.5875742745857, 374.24451894640794, 438.14753931243195, 330.4649347116263, 304.22953188056044, 299.0208352628282, 334.1584856637402, 380.8160997158899, 399.4065722647965, 194.90522572498458, 181.02436715953422, 187.17847163166596, 469.08425708278185, 461.835634341139, 475.22195775132184, 476.3107969389192, 553.8849422014016, 532.9561324076446, 536.5326412069353, 577.7822019249508, 20.15848566374018, 5.4495516216470605, 49.387637675672295, 506.44892707525105, 567.3015708242448, 27.975314444860487, 54.15429206709746, 42.98472547889651, 50.3213638206779)","(211.55849550396863, 162.29095335729653, 84.41707162892843, 165.82419986818633, 149.85773727958545, 37.627550064910224, 474.88379697499624, 453.34236449179525, 224.69929175489142, 267.1664710960724, 320.78163421419043, 349.737500303745, 280.09711916260636, 258.59936911294267, 192.70378156184967, 315.9373917845304, 507.25619445015525, 467.9321247714681, 397.6146284858815, 404.19617888586646, 446.88087446903785, 411.0289419501789, 419.3129740233335, 436.8714366321924, 470.25098701149886, 509.2204597279849, 597.0989390481308, 507.02341071282046, 532.3124551588008, 23.12427893734821, 49.970356133009204, 529.806941287723, 583.8415143362598, 11.575634088464085, 14.642312354306569, 8.986291455662695, 553.9277078381823, 82.31996197430627, 110.83202996603103, 164.11176804624017, 331.82926924300017, 438.6841567020889, 314.1555133535613, 310.87866004809734)"
"([3], [3], [3], [3], [3], [4], [9], [9], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [10], [11], [11], [11], [15], [15], [17], [17], [18], [18], [18], [18], [18], [18], [19], [19], [19], [22], [22], [24], [24])","([16], [16], [22], [23], [23], [13], [19], [19], [2], [2], [2], [2], [2], [2], [24], [24], [24], [24], [26], [26], [26], [26], [26], [26], [19], [19], [19], [24], [24], [35], [35], [32], [32], [32], [32], [32], [32], [36], [36], [36], [32], [32], [32], [32])",4.382,"(107.30546322920316, 83.10186043653513, 195.47369240004156, 223.62505690677017, 251.51007329584075, 71.38701773434858, 125.42027542892572, 158.20727750550907, 261.9771258771656, 267.0154767038812, 180.78477431864604, 242.19615689310933, 367.9812217336422, 411.9877221984441, 401.298976402076, 420.5756337445514, 374.2205222081703, 438.16248950352394, 330.43233649306563, 304.23372963576765, 299.03197557579796, 334.1584856637402, 380.8186469310312, 399.3941850962527, 194.89326335288996, 181.02517735477642, 187.3626307976068, 469.07627627437955, 461.8358919367171, 475.22586450116864, 476.315673988595, 553.8842339222183, 532.9518534133258, 536.5263575337832, 577.7875203966937, 20.15848566374018, 5.462842875888555, 49.38456904703571, 506.4379102858104, 567.2926687773465, 27.986387749080563, 54.154485829202486, 42.974922312746, 50.33293095993349)","(211.54042152431583, 162.29277095060706, 84.4123829887443, 165.82175167518267, 149.90812287413226, 37.63441645511841, 474.88500220940284, 453.3473029769134, 224.69386494252393, 267.12710276984956, 320.77566722321325, 349.42529165162347, 280.1088734212881, 258.6350355457756, 192.70223264720568, 315.9333508527998, 507.2433829689518, 467.9359479516921, 397.58174104809547, 404.18525469420706, 446.8920222998664, 411.11328980204246, 419.31901736961845, 436.8707178352838, 470.24813816038795, 509.2098284984071, 597.2542680259563, 507.0245330099174, 532.2974229299025, 23.112138367739476, 49.987655226479546, 529.7924755730248, 583.8415143362598, 11.566954649978015, 14.647630826049522, 8.992897592516215, 553.9233446033543, 82.31201915575187, 110.84495094429744, 164.0911020514634, 331.828536437396, 438.7010175623112, 314.1653165197118, 310.87809369074023)"
